2015-10-29 10:52:20.953 pinger DEBUG PING 192.168.233.100 (192.168.233.100) 56(84) bytes of data.
2015-10-29 10:54:50.403 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=299 ttl=63 time=0.909 ms
2015-10-29 10:54:50.904 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=300 ttl=63 time=0.906 ms
2015-10-29 10:54:51.405 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=301 ttl=63 time=0.943 ms
2015-10-29 10:54:51.905 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=302 ttl=63 time=0.905 ms
2015-10-29 10:54:52.406 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=303 ttl=63 time=0.925 ms
2015-10-29 10:54:52.907 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=304 ttl=63 time=0.902 ms
2015-10-29 10:54:53.407 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=305 ttl=63 time=0.971 ms
2015-10-29 10:54:53.907 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=306 ttl=63 time=0.906 ms
2015-10-29 10:54:54.409 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=307 ttl=63 time=0.949 ms
2015-10-29 10:54:54.909 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=308 ttl=63 time=0.882 ms
2015-10-29 10:54:55.411 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=309 ttl=63 time=0.961 ms
2015-10-29 10:54:55.911 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=310 ttl=63 time=0.916 ms
2015-10-29 10:54:56.412 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=311 ttl=63 time=0.990 ms
2015-10-29 10:54:56.912 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=312 ttl=63 time=0.920 ms
2015-10-29 10:54:57.413 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=313 ttl=63 time=0.948 ms
2015-10-29 10:54:57.914 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=314 ttl=63 time=0.859 ms
2015-10-29 10:54:58.415 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=315 ttl=63 time=1.22 ms
2015-10-29 10:54:58.916 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=316 ttl=63 time=1.04 ms
2015-10-29 10:54:59.417 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=317 ttl=63 time=1.03 ms
2015-10-29 10:54:59.919 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=318 ttl=63 time=0.858 ms
2015-10-29 10:55:00.418 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=319 ttl=63 time=1.02 ms
2015-10-29 10:55:00.920 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=320 ttl=63 time=1.84 ms
2015-10-29 10:55:01.422 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=321 ttl=63 time=2.85 ms
2015-10-29 10:55:01.920 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=322 ttl=63 time=0.966 ms
2015-10-29 10:55:02.422 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=323 ttl=63 time=1.07 ms
2015-10-29 10:55:02.924 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=324 ttl=63 time=0.983 ms
2015-10-29 10:55:03.430 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=325 ttl=63 time=0.984 ms
2015-10-29 10:55:03.928 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=326 ttl=63 time=0.954 ms
2015-10-29 10:55:04.433 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=327 ttl=63 time=1.01 ms
2015-10-29 10:55:04.939 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=328 ttl=63 time=2.22 ms
2015-10-29 10:55:05.434 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=329 ttl=63 time=0.987 ms
2015-10-29 10:55:05.942 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=330 ttl=63 time=0.958 ms
2015-10-29 10:55:06.439 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=331 ttl=63 time=1.02 ms
2015-10-29 10:55:06.942 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=332 ttl=63 time=1.02 ms
2015-10-29 10:55:07.446 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=333 ttl=63 time=1.00 ms
2015-10-29 10:55:07.952 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=334 ttl=63 time=1.00 ms
2015-10-29 10:55:08.449 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=335 ttl=63 time=0.996 ms
2015-10-29 10:55:08.960 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=336 ttl=63 time=1.19 ms
2015-10-29 10:55:09.454 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=337 ttl=63 time=0.870 ms
2015-10-29 10:55:09.952 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=338 ttl=63 time=1.05 ms
2015-10-29 10:55:10.454 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=339 ttl=63 time=1.07 ms
2015-10-29 10:55:10.953 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=340 ttl=63 time=0.936 ms
2015-10-29 10:55:11.458 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=341 ttl=63 time=0.888 ms
2015-10-29 10:55:11.954 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=342 ttl=63 time=0.978 ms
2015-10-29 10:55:12.455 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=343 ttl=63 time=0.924 ms
2015-10-29 10:55:12.956 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=344 ttl=63 time=0.884 ms
2015-10-29 10:55:13.458 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=345 ttl=63 time=0.950 ms
2015-10-29 10:55:13.958 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=346 ttl=63 time=0.960 ms
2015-10-29 10:55:14.459 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=347 ttl=63 time=0.983 ms
2015-10-29 10:55:14.959 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=348 ttl=63 time=0.793 ms
2015-10-29 10:55:15.460 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=349 ttl=63 time=0.975 ms
2015-10-29 10:55:15.961 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=350 ttl=63 time=0.900 ms
2015-10-29 10:55:16.462 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=351 ttl=63 time=1.76 ms
2015-10-29 10:55:16.962 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=352 ttl=63 time=0.974 ms
2015-10-29 10:55:17.463 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=353 ttl=63 time=0.898 ms
2015-10-29 10:55:17.963 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=354 ttl=63 time=0.959 ms
2015-10-29 10:55:18.466 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=355 ttl=63 time=2.22 ms
2015-10-29 10:55:18.966 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=356 ttl=63 time=0.981 ms
2015-10-29 10:55:19.474 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=357 ttl=63 time=0.946 ms
2015-10-29 10:55:19.969 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=358 ttl=63 time=2.86 ms
2015-10-29 10:55:20.469 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=359 ttl=63 time=1.60 ms
2015-10-29 10:55:20.969 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=360 ttl=63 time=0.991 ms
2015-10-29 10:55:21.471 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=361 ttl=63 time=0.975 ms
2015-10-29 10:55:22.013 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=362 ttl=63 time=43.2 ms
2015-10-29 10:55:22.472 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=363 ttl=63 time=1.15 ms
2015-10-29 10:55:22.972 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=364 ttl=63 time=0.909 ms
2015-10-29 10:55:23.475 pinger DEBUG 64 bytes from 192.168.233.100: icmp_seq=365 ttl=63 time=2.69 ms
